humerus,ulna,femur,tibia,species,sex,HSEMA,USEMA,FSEMA,TSEMA
6.547399572,11.29308531,14.89039911,20.17705657,E,F,6.556049572,11.30250531,14.97648911,20.26899657
6.661751438,11.99038844,15.30422748,19.88480884,E,F,6.670401438,11.99980844,15.39031748,19.97674884
6.086306255,10.88734687,16.95912043,22.37574378,E,F,6.094956255,10.89676687,17.04521043,22.46768378
2.720256155,7.145574385,13.97204203,19.79170969,E,M,2.720256155,7.145574385,13.97204203,19.79170969
3.280402676,8.051095752,13.90202183,18.54225567,E,M,3.280402676,8.051095752,13.90202183,18.54225567
3.503917834,9.074366162,13.97675491,18.90483569,E,M,3.503917834,9.074366162,13.97675491,18.90483569
3.903196749,9.747912142,13.72620809,19.37217734,E,M,3.903196749,9.747912142,13.72620809,19.37217734
4.206077876,8.771371945,14.92444355,19.57403027,E,M,4.206077876,8.771371945,14.92444355,19.57403027
3.917699969,8.991461442,15.23724672,20.41206202,E,M,3.917699969,8.991461442,15.23724672,20.41206202
4.101148414,8.796782226,15.40483622,20.73443107,E,M,4.101148414,8.796782226,15.40483622,20.73443107
4.630147286,9.44117403,15.2475387,19.25937399,E,M,4.630147286,9.44117403,15.2475387,19.25937399
4.829491674,9.824936823,14.07292465,19.55087076,E,M,4.829491674,9.824936823,14.07292465,19.55087076
4.455203275,9.690599719,15.16680639,20.01375032,E,M,4.455203275,9.690599719,15.16680639,20.01375032
5.937833403,9.454445025,13.30733907,18.49574571,E,M,5.937833403,9.454445025,13.30733907,18.49574571
5.099787025,9.902734291,13.84875599,20.25139909,E,M,5.099787025,9.902734291,13.84875599,20.25139909
4.435666474,10.0549583,15.21071303,20.93725159,E,M,4.435666474,10.0549583,15.21071303,20.93725159
4.653806923,10.04441025,15.3857819,19.87021201,E,M,4.653806923,10.04441025,15.3857819,19.87021201
5.187282366,10.53637587,14.8216473,18.64021743,E,M,5.187282366,10.53637587,14.8216473,18.64021743
4.946527366,11.13724493,14.24755599,19.52614287,E,M,4.946527366,11.13724493,14.24755599,19.52614287
4.506037553,9.630833232,16.38114321,21.68662122,E,M,4.506037553,9.630833232,16.38114321,21.68662122
4.955583016,9.434851013,16.10374392,21.15226376,E,M,4.955583016,9.434851013,16.10374392,21.15226376
5.372181392,9.651641121,15.07351087,20.41542026,E,M,5.372181392,9.651641121,15.07351087,20.41542026
4.555669512,10.16981485,16.37250723,21.33268778,E,M,4.555669512,10.16981485,16.37250723,21.33268778
6.14562605,10.24605402,14.21859662,18.78640577,E,M,6.14562605,10.24605402,14.21859662,18.78640577
5.632539685,10.55662485,16.14420865,19.53287784,E,M,5.632539685,10.55662485,16.14420865,19.53287784
5.064929462,10.1858664,16.89916113,21.7161117,E,M,5.064929462,10.1858664,16.89916113,21.7161117
6.31754915,10.14144224,15.01095123,19.84672549,E,M,6.31754915,10.14144224,15.01095123,19.84672549
5.971218694,11.47978415,14.86884572,20.48098765,E,M,5.971218694,11.47978415,14.86884572,20.48098765
6.181627717,11.97843145,14.31667578,19.93430893,E,M,6.181627717,11.97843145,14.31667578,19.93430893
5.487596532,10.04392233,17.96350246,22.04841491,E,M,5.487596532,10.04392233,17.96350246,22.04841491
5.193020806,11.91176978,17.24718985,22.4319032,E,M,5.193020806,11.91176978,17.24718985,22.4319032
6.627714857,10.61544615,16.00285733,21.46820688,E,M,6.627714857,10.61544615,16.00285733,21.46820688
6.771559956,11.90539998,15.57164011,22.06777469,E,M,6.771559956,11.90539998,15.57164011,22.06777469
